Temp,Humidity,CO,smoke,RESULT
31,75,0,320,severe
34,52,0,320,severe
27,65,0,323,no
26,68,0,452,no
35,55,0,200,severe
27,74,0,484,no
29,64,0,448,mild
37,66,0,343,critical
33,76,0,302,severe
38,67,0,460,critical
29,64,0,475,mild
30,50,0,440,no
37,72,0,443,critical
29,60,0,580,mild
39,52,0,301,critical
37,72,0,508,critical
37,51,0,236,critical
37,63,0,344,critical
25,56,0,458,no
27,54,0,434,no
33,58,0,539,severe
31,63,0,370,severe
27,71,0,460,no
32,70,0,455,severe
40,52,0,473,critical
26,62,0,396,no
32,62,0,411,severe
35,54,0,553,severe
30,52,0,330,no
40,77,0,562,critical
31,67,0,238,severe
30,53,0,407,no
25,57,0,436,no
28,61,0,443,mild
29,75,0,593,mild
39,52,0,513,critical
38,70,0,299,critical
38,59,0,273,critical
37,70,0,480,critical
40,73,0,417,critical
35,60,0,258,severe
27,64,0,530,no
35,53,0,210,severe
30,77,0,282,no
25,51,0,362,no
35,66,0,470,severe
28,50,0,251,mild
37,59,0,291,critical
38,65,0,457,critical
27,58,0,487,no
34,71,0,582,severe
33,75,0,591,severe
38,51,0,284,critical
32,64,0,453,severe
32,66,0,249,severe
35,62,0,477,severe
27,57,0,238,no
28,65,0,433,mild
38,77,0,310,critical
34,53,0,421,severe
29,72,0,311,mild
37,55,0,225,critical
39,56,0,298,critical
25,52,0,394,no
26,57,0,246,no
37,77,0,586,critical
29,68,0,359,mild
40,63,0,200,critical
37,52,0,447,critical
28,58,0,559,mild
38,69,0,500,critical
36,74,0,461,critical
32,60,0,480,severe
36,52,0,578,critical
30,74,0,452,no
31,58,0,445,severe
26,53,0,572,no
35,54,0,505,severe
36,50,0,525,critical
32,63,0,243,severe
25,68,0,289,no
26,66,0,365,no
30,76,0,447,no
30,57,0,240,no
31,77,0,428,severe
34,75,0,339,severe
31,73,0,255,severe
25,73,0,505,no
40,66,0,321,critical
33,74,0,581,severe
30,64,0,297,no
36,77,0,237,critical
32,58,0,467,severe
25,72,0,279,no
30,60,0,521,no
29,51,0,335,mild
32,72,0,542,severe
34,59,0,482,severe
38,53,0,511,critical
38,74,0,445,critical
38,56,0,393,critical
30,71,0,584,no
25,68,0,416,no
39,53,0,341,critical
34,55,0,540,severe
32,56,0,586,severe
38,66,0,400,critical
25,63,0,341,no
40,66,0,371,critical
37,51,0,551,critical
39,69,0,505,critical
39,54,0,280,critical
36,55,0,293,critical
26,58,0,367,no
35,72,0,581,severe
27,65,0,490,no
35,55,0,585,severe
37,51,0,535,critical
29,73,0,457,mild
32,54,0,567,severe
26,78,0,232,no
27,70,0,494,no
32,50,0,396,severe
31,71,0,565,severe
39,68,0,405,critical
38,56,0,251,critical
31,70,0,304,severe
26,68,0,336,no
31,52,0,597,severe
34,67,0,453,severe
31,70,0,346,severe
29,77,0,291,mild
27,72,0,267,no
30,54,0,536,no
26,59,0,458,no
25,74,0,591,no
31,74,0,367,severe
31,67,0,437,severe
28,61,0,395,mild
39,64,0,379,critical
35,51,0,249,severe
33,65,0,266,severe
29,69,0,247,mild
27,62,0,521,no
39,63,0,478,critical
32,52,0,236,severe
38,76,0,355,critical
29,59,0,584,mild
34,62,0,322,severe
39,70,0,281,critical
34,73,0,406,severe
27,65,0,258,no
33,53,0,295,severe
33,66,0,413,severe
35,51,0,466,severe
34,52,0,287,severe
27,50,0,302,no
34,58,0,430,severe
28,67,0,517,mild
33,63,0,299,severe
27,64,0,469,no
25,56,0,284,no
31,67,0,349,severe
28,64,0,321,mild
33,76,0,362,severe
38,70,0,477,critical
30,69,0,294,no
29,59,0,532,mild
32,63,0,309,severe
26,55,0,346,no
29,65,0,373,mild
39,54,0,392,critical
31,74,0,234,severe
34,50,0,463,severe
32,75,0,436,severe
32,68,0,460,severe
38,56,0,385,critical
27,66,0,583,no
34,51,0,409,severe
32,57,0,435,severe
31,62,0,341,severe
25,52,0,468,no
30,73,0,533,no
31,71,0,408,severe
28,56,0,355,mild
36,52,0,449,critical
26,55,0,421,no
37,61,0,340,critical
32,77,0,569,severe
30,77,0,432,no
35,52,0,597,severe
33,77,0,241,severe
36,63,0,320,critical
28,57,0,392,mild
31,73,0,396,severe
26,71,0,336,no
37,77,0,436,critical
40,55,0,530,critical
36,72,0,581,critical
27,76,0,538,no
29,65,0,299,mild
38,68,0,422,critical
37,75,0,229,critical
25,50,0,284,no
38,53,0,404,critical
30,55,0,449,no
38,57,0,264,critical
37,55,0,292,critical
34,58,0,548,severe
39,69,0,481,critical
25,66,0,418,no
34,72,0,456,severe
27,70,0,345,no
28,63,0,430,mild
38,66,0,598,critical
40,70,0,285,critical
38,72,0,358,critical
26,71,0,387,no
35,66,0,336,severe
26,70,0,290,no
35,73,0,423,severe
29,58,0,368,mild
38,72,0,295,critical
33,66,0,465,severe
31,50,0,241,severe
27,51,0,279,no
28,66,0,536,mild
29,60,0,458,mild
32,67,0,350,severe
36,67,0,229,critical
28,51,0,362,mild
29,75,0,402,mild
28,51,0,209,mild
25,76,0,360,no
40,56,0,429,critical
34,66,0,507,severe
29,56,0,534,mild
31,60,0,358,severe
25,51,0,515,no
34,73,0,481,severe
34,61,0,334,severe
29,74,0,227,mild
33,63,0,462,severe
39,59,0,460,critical
40,58,0,208,critical
32,57,0,581,severe
30,68,0,575,no
40,55,0,260,critical
32,75,0,569,severe
28,53,0,253,mild
26,56,0,342,no
29,75,0,442,mild
26,51,0,217,no
25,64,0,336,no
26,74,0,365,no
27,51,0,479,no
34,70,0,252,severe
35,58,0,223,severe
31,76,0,351,severe
30,75,0,361,no
31,68,0,331,severe
35,68,0,364,severe
25,51,0,561,no
30,67,0,355,no
36,59,0,302,critical
35,71,0,481,severe
31,59,0,520,severe
40,69,0,207,critical
25,62,0,482,no
31,60,0,466,severe
38,63,0,521,critical
32,57,0,266,severe
25,58,0,246,no
33,52,0,375,severe
36,61,0,439,critical
27,78,0,259,no
39,64,0,459,critical
29,77,0,291,mild
33,66,0,458,severe
32,67,0,416,severe
33,51,0,467,severe
34,51,0,535,severe
37,63,0,227,critical
25,50,0,524,no
30,63,0,410,no
39,67,0,525,critical
35,68,0,293,severe
37,78,0,430,critical
30,76,0,595,no
27,77,0,293,no
37,69,0,589,critical
35,54,0,313,severe
40,54,0,218,critical
36,59,0,543,critical
40,59,0,520,critical
35,74,0,291,severe
30,67,0,553,no
29,77,0,346,mild
28,63,0,554,mild
38,57,0,363,critical
29,78,0,433,mild
25,68,0,534,no
32,72,0,452,severe
26,60,0,207,no
29,55,0,354,mild
26,51,0,306,no
30,57,0,500,no
26,69,0,528,no
33,56,0,474,severe
34,54,0,593,severe
40,64,0,236,critical
32,52,0,485,severe
30,73,0,423,no
35,51,0,563,severe
33,51,0,489,severe
34,50,0,358,severe
36,51,0,243,critical
31,50,0,518,severe
28,57,0,347,mild
28,78,0,216,mild
36,73,0,497,critical
31,78,0,577,severe
32,53,0,440,severe
37,69,0,456,critical
36,58,0,519,critical
39,67,0,352,critical
37,74,0,242,critical
31,75,0,239,severe
33,71,0,456,severe
35,60,0,558,severe
33,60,0,425,severe
34,73,0,383,severe
38,77,0,261,critical
27,73,0,333,no
29,77,0,538,mild
29,55,0,269,mild
25,51,0,337,no
35,66,0,536,severe
27,55,0,299,no
37,60,0,336,critical
27,51,0,556,no
36,66,0,226,critical
40,78,0,569,critical
32,66,0,245,severe
33,70,0,295,severe
25,64,0,246,no
27,63,0,399,no
35,78,0,226,severe
28,54,0,568,mild
38,52,0,397,critical
30,53,0,379,no
38,59,0,293,critical
31,77,0,281,severe
27,62,0,278,no
40,68,0,229,critical
29,66,0,310,mild
26,51,0,491,no
30,64,0,235,no
33,68,0,336,severe
28,73,0,455,mild
29,69,0,377,mild
39,57,0,479,critical
26,71,0,575,no
29,73,0,469,mild
35,50,0,288,severe
29,67,0,535,mild
32,67,0,336,severe
30,76,0,347,no
26,78,0,371,no
30,51,0,322,no
25,51,0,433,no
29,78,0,358,mild
28,76,0,430,mild
28,65,0,516,mild
25,60,0,311,no
29,60,0,538,mild
30,53,0,421,no
36,51,0,548,critical
38,77,0,469,critical
29,64,0,404,mild
40,68,0,568,critical
29,74,0,517,mild
38,66,0,415,critical
33,58,0,343,severe
26,51,0,411,no
38,60,0,430,critical
30,66,0,382,no
37,66,0,289,critical
36,50,0,560,critical
26,76,0,372,no
37,68,0,572,critical
27,73,0,331,no
34,58,0,430,severe
37,72,0,398,critical
40,62,0,420,critical
25,54,0,230,no
25,75,0,541,no
35,77,0,477,severe
26,70,0,516,no
28,74,0,418,mild
28,61,0,417,mild
30,72,0,361,no
30,66,0,364,no
25,67,0,284,no
37,59,0,454,critical
32,63,0,261,severe
40,61,0,498,critical
27,58,0,489,no
26,75,0,371,no
32,70,0,531,severe
31,58,0,357,severe
32,67,0,338,severe
36,55,0,453,critical
39,64,0,448,critical
33,62,0,491,severe
40,59,0,581,critical
34,54,0,520,severe
32,73,0,550,severe
29,65,0,333,mild
28,66,0,388,mild
37,57,0,518,critical
36,69,0,575,critical
30,69,0,483,no
31,59,0,200,severe
31,66,0,454,severe
35,63,0,450,severe
39,55,0,340,critical
33,77,0,281,severe
26,78,0,321,no
25,58,0,276,no
30,68,0,295,no
31,74,0,389,severe
27,58,0,462,no
28,69,0,454,mild
34,67,0,320,severe
27,73,0,501,no
27,72,0,561,no
33,60,0,564,severe
33,75,0,351,severe
34,75,0,403,severe
25,66,0,368,no
33,65,0,240,severe
33,52,0,226,severe
26,55,0,510,no
35,51,0,567,severe
30,62,0,373,no
34,67,0,576,severe
31,65,0,319,severe
25,72,0,510,no
25,55,0,446,no
26,77,0,334,no
32,59,0,294,severe
32,75,0,263,severe
36,64,0,352,critical
36,66,0,497,critical
28,61,0,454,mild
34,75,0,518,severe
30,65,0,443,no
31,54,0,527,severe
40,51,0,385,critical
40,59,0,409,critical
37,76,0,360,critical
35,63,0,336,severe
32,63,0,282,severe
31,63,0,490,severe
28,73,0,458,mild
33,64,0,366,severe
38,78,0,400,critical
27,57,0,423,no
34,71,0,494,severe
34,65,0,277,severe
39,67,0,296,critical
35,63,0,391,severe
28,67,0,510,mild
33,52,0,575,severe
34,63,0,262,severe
30,65,0,381,no
37,56,0,474,critical
35,60,0,412,severe
33,65,0,288,severe
40,69,0,496,critical
26,72,0,386,no
38,64,0,422,critical
40,51,0,457,critical
31,69,0,533,severe
30,51,0,200,no
30,50,0,257,no
30,50,0,422,no
36,63,0,518,critical
36,64,0,366,critical
29,58,0,517,mild
29,54,0,280,mild
33,57,0,368,severe
31,54,0,233,severe
35,50,0,360,severe
35,76,0,342,severe
37,56,0,559,critical
33,61,0,329,severe
28,72,0,452,mild
33,55,0,450,severe
28,50,0,358,mild
36,77,0,592,critical
35,66,0,334,severe
28,77,0,357,mild
38,73,0,576,critical
26,51,0,473,no
34,78,0,331,severe
36,54,0,214,critical
27,57,0,463,no
28,75,0,509,mild
25,64,0,593,no
32,68,0,486,severe
29,65,0,286,mild
25,62,0,382,no
27,68,0,346,no
33,57,0,279,severe
33,52,0,273,severe
28,74,0,409,mild
40,51,0,518,critical
27,61,0,215,no
34,64,0,575,severe
29,63,0,482,mild
36,68,0,387,critical
34,61,0,232,severe
36,67,0,442,critical
32,74,0,472,severe
33,73,0,568,severe
32,71,0,246,severe
26,51,0,315,no
29,50,0,366,mild
36,62,0,446,critical
31,61,0,512,severe
30,61,0,452,no
40,76,0,504,critical
36,56,0,218,critical
28,70,0,531,mild
29,74,0,355,mild
38,64,0,340,critical
33,63,0,442,severe
40,58,0,589,critical
31,64,0,574,severe
26,75,0,282,no
28,65,0,325,mild
36,70,0,466,critical
36,71,0,451,critical
27,59,0,505,no
28,51,0,580,mild
30,54,0,356,no
36,50,0,248,critical
35,71,0,227,severe
30,53,0,428,no
33,56,0,585,severe
38,50,0,418,critical
27,71,0,491,no
25,51,0,345,no
27,62,0,393,no
39,69,0,583,critical
30,62,0,532,no
25,78,0,389,no
39,72,0,306,critical
36,69,0,440,critical
35,65,0,254,severe
32,77,0,577,severe
39,69,0,542,critical
29,62,0,246,mild
32,55,0,490,severe
32,67,0,404,severe
28,78,0,594,mild
28,50,0,359,mild
37,64,0,284,critical
26,70,0,339,no
35,66,0,387,severe
40,68,0,571,critical
29,74,0,530,mild
35,78,0,512,severe
39,54,0,555,critical
29,75,0,274,mild
32,71,0,564,severe
38,75,0,286,critical
27,73,0,370,no
40,56,0,246,critical
28,73,0,576,mild
31,66,0,260,severe
29,70,0,210,mild
26,63,0,258,no
35,69,0,231,severe
27,55,0,249,no
29,66,0,554,mild
39,75,0,260,critical
28,66,0,352,mild
30,76,0,570,no
34,62,0,271,severe
28,75,0,442,mild
26,68,0,495,no
36,65,0,417,critical
33,70,0,449,severe
31,51,0,228,severe
27,68,0,434,no
36,56,0,246,critical
27,51,0,586,no
33,62,0,306,severe
26,69,0,450,no
38,77,0,219,critical
40,66,0,246,critical
34,67,0,268,severe
25,61,0,239,no
39,62,0,339,critical
26,74,0,263,no
27,74,0,478,no
33,72,0,427,severe
37,69,0,204,critical
33,70,0,589,severe
39,53,0,452,critical
40,57,0,361,critical
25,67,0,480,no
30,72,0,225,no
25,69,0,430,no
27,63,0,410,no
31,70,0,290,severe
32,56,0,232,severe
38,74,0,388,critical
31,62,0,290,severe
27,67,0,318,no
34,75,0,425,severe
36,52,0,459,critical
25,74,0,206,no
34,57,0,288,severe
34,76,0,490,severe
33,64,0,542,severe
36,55,0,379,critical
40,63,0,462,critical
29,51,0,362,mild
36,54,0,369,critical
40,61,0,380,critical
36,68,0,317,critical
36,74,0,221,critical
29,52,0,486,mild
37,64,0,277,critical
37,64,0,559,critical
34,61,0,518,severe
34,77,0,417,severe
30,77,0,464,no
31,56,0,472,severe
28,73,0,590,mild
35,60,0,473,severe
29,52,0,436,mild
30,63,0,215,no
30,71,0,303,no
27,68,0,341,no
25,68,0,438,no
39,61,0,260,critical
34,59,0,558,severe
37,77,0,462,critical
32,64,0,407,severe
37,68,0,329,critical
39,60,0,482,critical
32,75,0,354,severe
36,51,0,503,critical
39,56,0,522,critical
32,73,0,451,severe
34,69,0,521,severe
38,61,0,575,critical
33,66,0,441,severe
35,66,0,282,severe
40,53,0,250,critical
38,71,0,395,critical
30,67,0,421,no
35,53,0,275,severe
32,51,0,493,severe
40,57,0,266,critical
34,62,0,344,severe
38,65,0,449,critical
33,74,0,535,severe
33,69,0,413,severe
28,57,0,261,mild
36,78,0,406,critical
40,75,0,296,critical
34,53,0,423,severe
27,64,0,378,no
35,54,0,332,severe
33,59,0,214,severe
37,58,0,586,critical
31,72,0,506,severe
25,72,0,557,no
32,56,0,246,severe
33,73,0,229,severe
26,53,0,279,no
38,74,0,446,critical
37,68,0,330,critical
30,51,0,502,no
37,70,0,210,critical
35,54,0,594,severe
38,57,0,308,critical
31,56,0,405,severe
28,50,0,522,mild
37,64,0,509,critical
35,61,0,408,severe
39,68,0,283,critical
28,56,0,452,mild
30,65,0,221,no
33,66,0,384,severe
31,59,0,383,severe
40,60,0,220,critical
39,55,0,577,critical
35,57,0,533,severe
29,66,0,288,mild
34,50,0,375,severe
39,65,0,385,critical
27,51,0,514,no
38,68,0,242,critical
25,74,0,424,no
38,50,0,539,critical
32,58,0,463,severe
25,68,0,550,no
38,60,0,306,critical
40,62,0,370,critical
33,62,0,308,severe
25,64,0,322,no
34,76,0,217,severe
29,65,0,533,mild
32,61,0,245,severe
25,66,0,262,no
38,69,0,269,critical
34,54,0,402,severe
35,56,0,414,severe
25,56,0,361,no
31,50,0,548,severe
35,76,0,323,severe
31,56,0,481,severe
32,61,0,307,severe
30,60,0,376,no
36,51,0,376,critical
39,67,0,467,critical
39,76,0,594,critical
36,52,0,231,critical
32,56,0,477,severe
26,76,0,450,no
36,67,0,257,critical
35,78,0,424,severe
35,70,0,426,severe
36,57,0,425,critical
40,55,0,442,critical
40,77,0,453,critical
26,63,0,345,no
35,65,0,509,severe
38,55,0,286,critical
30,63,0,239,no
36,70,0,473,critical
27,66,0,444,no
35,76,0,580,severe
37,59,0,435,critical
38,53,0,256,critical
26,63,0,262,no
35,61,0,303,severe
36,54,0,221,critical
34,61,0,367,severe
30,67,0,275,no
30,52,0,324,no
40,54,0,243,critical
28,61,0,284,mild
39,53,0,447,critical
32,72,0,518,severe
34,54,0,599,severe
40,70,0,392,critical
27,69,0,363,no
27,60,0,240,no
30,64,0,598,no
30,59,0,490,no
31,56,0,511,severe
30,53,0,311,no
29,61,0,577,mild
37,65,0,509,critical
36,63,0,206,critical
36,61,0,325,critical
33,76,0,497,severe
39,63,0,282,critical
32,50,0,512,severe
26,53,0,590,no
28,68,0,401,mild
38,70,0,580,critical
32,59,0,261,severe
28,68,0,268,mild
39,53,0,357,critical
37,67,0,242,critical
37,67,0,438,critical
32,64,0,344,severe
27,64,0,220,no
33,69,0,588,severe
25,73,0,203,no
35,67,0,563,severe
39,72,0,273,critical
32,76,0,439,severe
33,71,0,340,severe
37,64,0,325,critical
37,59,0,461,critical
27,72,0,204,no
25,70,0,392,no
37,55,0,317,critical
29,72,0,535,mild
27,75,0,587,no
34,70,0,550,severe
36,72,0,369,critical
36,69,0,533,critical
35,61,0,591,severe
35,61,0,491,severe
30,67,0,542,no
39,68,0,560,critical
34,63,0,392,severe
31,73,0,340,severe
28,70,0,455,mild
32,67,0,334,severe
31,64,0,216,severe
37,64,0,472,critical
35,58,0,512,severe
33,51,0,384,severe
35,69,0,581,severe
31,76,0,544,severe
38,58,0,233,critical
36,58,0,239,critical
26,63,0,231,no
38,73,0,580,critical
39,51,0,209,critical
40,69,0,343,critical
40,64,0,295,critical
27,55,0,396,no
26,72,0,541,no
37,70,0,536,critical
28,73,0,492,mild
34,59,0,548,severe
40,64,0,251,critical
32,73,0,274,severe
35,62,0,202,severe
27,73,0,546,no
25,62,0,305,no
36,77,0,224,critical
25,50,0,226,no
30,66,0,200,no
28,68,0,363,mild
32,68,0,461,severe
32,57,0,543,severe
30,58,0,584,no
29,68,0,363,mild
40,50,0,382,critical
32,57,0,594,severe
39,59,0,221,critical
25,73,0,538,no
26,74,0,504,no
35,75,0,359,severe
26,53,0,268,no
28,62,0,389,mild
31,57,0,259,severe
35,69,0,531,severe
37,51,0,525,critical
32,76,0,563,severe
37,69,0,242,critical
31,73,0,459,severe
34,78,0,405,severe
33,65,0,452,severe
29,70,0,467,mild
32,57,0,567,severe
32,70,0,408,severe
29,62,0,320,mild
32,73,0,460,severe
26,65,0,210,no
31,50,0,368,severe
40,58,0,377,critical
25,52,0,237,no
34,57,0,446,severe
36,63,0,518,critical
31,62,0,363,severe
27,68,0,428,no
39,66,0,305,critical
40,67,0,372,critical
32,64,0,270,severe
33,55,0,475,severe
27,71,0,310,no
25,74,0,283,no
38,73,0,547,critical
29,70,0,432,mild
40,76,0,594,critical
35,65,0,229,severe
35,77,0,262,severe
27,73,0,562,no
32,60,0,304,severe
32,58,0,236,severe
32,77,0,478,severe
28,62,0,545,mild
32,62,0,269,severe
36,55,0,278,critical
27,61,0,503,no
33,74,0,205,severe
29,65,0,294,mild
25,67,0,347,no
39,60,0,385,critical
26,63,0,574,no
33,69,0,416,severe
39,76,0,397,critical
34,50,0,558,severe
39,59,0,236,critical
25,71,0,593,no
32,62,0,269,severe
36,66,0,288,critical
26,54,0,497,no
39,56,0,261,critical
34,54,0,272,severe
28,62,0,333,mild
25,56,0,351,no
34,68,0,560,severe
30,69,0,587,no
30,55,0,392,no
25,74,0,376,no
36,68,0,577,critical
29,50,0,412,mild
33,61,0,387,severe
40,74,0,586,critical
39,73,0,498,critical
28,54,0,277,mild
29,52,0,444,mild
34,72,0,427,severe
34,66,0,218,severe
36,59,0,411,critical
39,56,0,288,critical
29,60,0,552,mild
30,77,0,227,no
28,59,0,497,mild
33,68,0,570,severe
36,60,0,532,critical
31,51,0,320,severe
36,59,0,277,critical
26,77,0,566,no
28,72,0,282,mild
26,72,0,429,no
37,74,0,520,critical
34,50,0,257,severe
28,62,0,341,mild
37,65,0,472,critical
35,65,0,522,severe
33,63,0,471,severe
33,70,0,583,severe
36,64,0,207,critical
39,73,0,494,critical
35,63,0,324,severe
39,75,0,277,critical
38,52,0,461,critical
25,70,0,488,no
27,64,0,398,no
34,57,0,315,severe
35,64,0,207,severe
33,55,0,333,severe
32,73,0,444,severe
27,76,0,430,no
37,50,0,357,critical
35,76,0,374,severe
31,59,0,549,severe
26,76,0,527,no
39,63,0,279,critical
38,76,0,216,critical
40,66,0,410,critical
33,75,0,572,severe
26,69,0,208,no
28,77,0,543,mild
33,68,0,247,severe
35,63,0,298,severe
29,52,0,230,mild
25,70,0,556,no
25,52,0,504,no
36,66,0,441,critical
34,59,0,251,severe
40,62,0,351,critical
39,55,0,579,critical
35,67,0,328,severe
40,65,0,455,critical
30,56,0,464,no
30,67,0,478,no
31,62,0,234,severe
31,51,0,448,severe
36,72,0,212,critical
28,72,0,375,mild
29,67,0,420,mild
36,73,0,213,critical
38,74,0,213,critical
31,55,0,518,severe
30,61,0,336,no
28,61,0,421,mild
31,67,0,530,severe
32,63,0,203,severe
29,51,0,561,mild
30,57,0,470,no
34,56,0,223,severe
28,70,0,528,mild
33,59,0,548,severe
29,53,0,209,mild
27,52,0,404,no
27,53,0,516,no
28,66,0,532,mild
34,62,0,290,severe
36,56,0,249,critical
35,77,0,369,severe
30,77,0,286,no
32,77,0,501,severe
29,63,0,209,mild
34,69,0,520,severe
36,75,0,289,critical
37,77,0,300,critical
37,56,0,459,critical
29,52,0,587,mild
29,77,0,359,mild
28,50,0,582,mild
28,73,0,378,mild
39,50,0,272,critical
40,52,0,436,critical
26,50,0,312,no
30,76,0,439,no
36,72,0,257,critical
38,62,0,313,critical
30,78,0,550,no
32,70,0,523,severe
25,53,0,583,no
25,69,0,488,no
39,74,0,528,critical
31,56,0,532,severe
35,66,0,379,severe
33,63,0,341,severe
27,61,0,512,no
37,74,0,244,critical
40,71,0,341,critical
27,75,0,424,no
27,77,0,473,no
36,53,0,381,critical
26,59,0,393,no
37,64,0,383,critical
27,72,0,288,no
36,50,0,457,critical
27,58,0,510,no
37,78,0,356,critical
32,67,0,379,severe
35,68,0,449,severe
27,52,0,340,no
36,68,0,225,critical
37,61,0,212,critical
26,69,0,437,no
33,73,0,364,severe
37,59,0,231,critical
39,56,0,537,critical
40,73,0,230,critical
38,56,0,311,critical
38,50,0,383,critical
39,75,0,303,critical
30,72,0,406,no
32,68,0,298,severe
39,58,0,204,critical
35,56,0,428,severe
29,63,0,597,mild
32,58,0,591,severe
33,70,0,251,severe
26,70,0,238,no
28,78,0,545,mild
30,62,0,537,no
40,75,0,434,critical
31,73,0,334,severe
31,73,0,483,severe
29,78,0,512,mild
31,56,0,480,severe
34,72,0,520,severe
30,70,0,288,no
27,68,0,395,no
40,78,0,382,critical
33,70,0,542,severe
37,55,0,564,critical
39,74,0,323,critical
34,54,0,584,severe
25,77,0,526,no
26,74,0,332,no
39,68,0,417,critical
28,62,0,397,mild
38,58,0,494,critical
30,53,0,467,no
25,63,0,435,no
30,74,0,435,no
36,67,0,294,critical
39,63,0,206,critical
31,57,0,306,severe
31,53,0,448,severe
25,78,0,580,no
28,52,0,231,mild
32,56,0,459,severe
30,61,0,484,no
32,59,0,259,severe
35,78,0,294,severe
36,73,0,313,critical
37,58,0,228,critical
29,75,0,287,mild
28,59,0,358,mild
28,69,0,444,mild
33,54,0,254,severe
31,54,0,411,severe
29,70,0,229,mild
32,69,0,441,severe
31,69,0,445,severe
33,53,0,214,severe
33,60,0,543,severe
28,59,0,556,mild
39,64,0,288,critical
27,56,0,454,no
37,76,0,510,critical
30,65,0,553,no
39,53,0,201,critical
34,66,0,563,severe
32,53,0,335,severe
36,76,0,225,critical
32,62,0,416,severe
30,68,0,244,no
26,54,0,424,no
32,55,0,323,severe
32,66,0,562,severe
27,73,0,357,no
26,66,0,431,no
31,51,0,561,severe
36,56,0,502,critical
29,65,0,221,mild
30,51,0,452,no
26,55,0,541,no
40,67,0,295,critical
29,71,0,301,mild
34,51,0,342,severe
35,69,0,543,severe
26,73,0,281,no
37,71,0,393,critical
40,50,0,260,critical
40,78,0,292,critical
40,78,0,388,critical
25,54,0,265,no
38,59,0,576,critical
30,57,0,383,no
34,51,0,395,severe
33,71,0,283,severe
34,52,0,334,severe
28,75,0,600,mild
25,76,0,479,no
36,55,0,439,critical
27,78,0,426,no
36,69,0,520,critical
32,63,0,327,severe
27,70,0,377,no
28,52,0,425,mild
33,60,0,331,severe
37,56,0,252,critical
33,69,0,355,severe
34,54,0,516,severe
27,57,0,290,no
39,53,0,519,critical
27,65,0,370,no
37,59,0,353,critical
38,60,0,419,critical
34,75,0,589,severe
31,66,0,489,severe
27,54,0,514,no
39,66,0,204,critical
30,53,0,319,no
29,77,0,260,mild
40,73,0,292,critical
28,74,0,260,mild
30,50,0,358,no
27,60,0,581,no
25,66,0,415,no
35,76,0,320,severe
26,71,0,594,no
32,54,0,447,severe
34,71,0,273,severe
33,77,0,406,severe
31,59,0,422,severe
34,57,0,248,severe
25,70,0,402,no
34,54,0,212,severe
31,54,0,362,severe
40,51,0,562,critical
31,53,0,432,severe
25,76,0,508,no
26,53,0,480,no
27,57,0,271,no
36,53,0,260,critical
26,55,0,290,no
33,51,0,250,severe
25,56,0,400,no
39,63,0,458,critical
30,54,0,265,no
35,50,0,208,severe
31,54,0,250,severe
30,68,0,448,no
37,72,0,360,critical
28,73,0,420,mild
26,57,0,340,no
37,52,0,311,critical
25,50,0,236,no
38,72,0,366,critical
35,55,0,353,severe
39,63,0,356,critical
31,60,0,346,severe
37,70,0,313,critical
31,65,0,259,severe
38,65,0,565,critical
32,70,0,461,severe
38,67,0,459,critical
27,67,0,402,no
34,71,0,541,severe
33,58,0,220,severe
30,56,0,245,no
29,55,0,419,mild
37,74,0,288,critical
28,59,0,346,mild
30,51,0,377,no
35,65,0,208,severe
40,65,0,333,critical
38,77,0,467,critical
40,56,0,343,critical
27,73,0,491,no
25,65,0,465,no
37,65,0,562,critical
40,58,0,309,critical
39,68,0,313,critical
39,64,0,580,critical
36,77,0,478,critical
26,68,0,405,no
38,64,0,540,critical
26,70,0,480,no
34,73,0,585,severe
29,76,0,498,mild
35,71,0,272,severe
38,63,0,538,critical
29,52,0,419,mild
31,63,0,501,severe
31,52,0,548,severe
30,55,0,248,no
40,56,0,415,critical
39,72,0,247,critical
33,53,0,245,severe
30,70,0,210,no
39,66,0,372,critical
34,55,0,275,severe
40,58,0,570,critical
31,70,0,556,severe
29,66,0,344,mild
31,69,0,312,severe
32,74,0,256,severe
31,76,0,539,severe
28,68,0,342,mild
33,53,0,422,severe
31,73,0,427,severe
36,76,0,266,critical
31,50,0,378,severe
39,62,0,578,critical
33,53,0,593,severe
34,55,0,359,severe
34,68,0,473,severe
35,74,0,240,severe
25,66,0,552,no
31,61,0,322,severe
36,67,0,320,critical
25,51,0,269,no
35,74,0,419,severe
29,54,0,485,mild
29,71,0,260,mild
34,53,0,577,severe
35,76,0,202,severe
37,62,0,543,critical
28,50,0,373,mild
33,69,0,200,severe
38,53,0,262,critical
39,78,0,210,critical
26,60,0,559,no
36,63,0,326,critical
32,70,0,524,severe
29,69,0,475,mild
37,61,0,335,critical
27,56,0,539,no
30,52,0,532,no
34,54,0,531,severe
39,69,0,535,critical
39,59,0,544,critical
29,66,0,592,mild
34,73,0,211,severe
35,75,0,542,severe
30,72,0,215,no
26,71,0,275,no
30,70,0,550,no
34,72,0,593,severe
30,71,0,329,no
31,50,0,518,severe
28,63,0,427,mild
26,58,0,435,no
30,67,0,281,no
25,65,0,277,no
26,58,0,480,no
35,58,0,579,severe
29,75,0,225,mild
28,73,0,305,mild
39,73,0,493,critical
40,53,0,239,critical
32,53,0,315,severe
38,78,0,486,critical
